imu_ax, imu_ay, kf_ax, kf_ay, kf_vx, kf_w, kf_x, kf_y, stamp, 
-0.019061774698467093, 1.077660431387392, 0.998262244085341, 0.9595789423069956, -0.03208845842960382, 9.537431498282377, -0.2599047502034012, 1.0023037324317896, builtin_interfaces.msg.Time(sec=101, nanosec=687000000), 
0.04672619449342396, 1.070108292466755, 0.9985140827456254, 0.9707958693451508, 0.01682587835414983, 9.637273287176086, -0.3560038358536096, 0.9914694463430037, builtin_interfaces.msg.Time(sec=101, nanosec=789000000), 
0.0021995368017634328, 1.0957340788405874, 0.9997207616134279, 0.9826691468774167, 0.007967028555322395, 9.737199272306029, -0.4515411415411858, 0.9708988132589617, builtin_interfaces.msg.Time(sec=101, nanosec=857000000), 
-0.008807466246200013, 1.0897843759978083, 0.9987827173138615, 0.993000728774703, -0.0022294806202748374, 9.837113374141364, -0.5456442608862084, 0.940544429608123, builtin_interfaces.msg.Time(sec=101, nanosec=959000000), 
-0.01755994513480846, 1.1357883875062849, 1.0100457560679863, 0.9939579033915859, -0.011676225179918114, 9.937687739949416, -0.6367142832161012, 0.9007176523473602, builtin_interfaces.msg.Time(sec=102, nanosec=61000000), 
0.7007451281707707, 1.207179861125073, 1.0282216229905004, 1.0029829449234364, 0.42842795182724747, 10.039815645909526, -0.722772926524798, 0.8521263701510366, builtin_interfaces.msg.Time(sec=102, nanosec=163000000), 
-0.0104882638039006, 1.09218004202268, 1.007106279337766, 1.0113385986025174, 0.15680459166966948, 10.141332808202424, -0.8035464697104349, 0.7950164206424084, builtin_interfaces.msg.Time(sec=102, nanosec=265000000), 
-0.013232206108105753, 1.0771583322805658, 0.9936421624349584, 1.0074539631084385, 0.05147187876802016, 10.241211307948758, -0.8790960256169633, 0.7291622929666214, builtin_interfaces.msg.Time(sec=102, nanosec=367000000), 
-0.005501500534200492, 1.0789861584963942, 0.9875129465125142, 1.0029318421733038, 0.016125671736030495, 10.340196717815807, -0.9477316719268707, 0.6560928484562022, builtin_interfaces.msg.Time(sec=102, nanosec=469000000), 
-0.038333680566818525, 1.0541359605626157, 0.9863416477482022, 1.0000713259691436, -0.017579802377968842, 10.438875622222326, -1.0087407284894057, 0.5767199350989427, builtin_interfaces.msg.Time(sec=102, nanosec=571000000), 
0.10863447598615375, 1.030281444588942, 0.9860676957786321, 0.9997150195463226, 0.06038324554674296, 10.537492855834298, -1.061499600175419, 0.491908864401686, builtin_interfaces.msg.Time(sec=102, nanosec=639000000), 
-0.06227397232343533, 1.1192763619004573, 0.9850608131365485, 0.9999560249008894, -0.01545794483629817, 10.636037396642612, -1.1056469065224335, 0.4023797798971478, builtin_interfaces.msg.Time(sec=102, nanosec=741000000), 
-0.013558352789731205, 1.0815408179773427, 0.98617648269051, 0.9984313958357134, -0.014284558301293418, 10.734612430126724, -1.1408284881620039, 0.3087795611934977, builtin_interfaces.msg.Time(sec=102, nanosec=843000000), 
-0.04373967632280202, 1.1029913467154315, 0.9868681476077457, 0.9962770050735819, -0.03248587453595798, 10.833272825638543, -1.1665934420401163, 0.21231306279756806, builtin_interfaces.msg.Time(sec=102, nanosec=945000000), 
